scores,layer,head
0.5054406,15,30
0.5022983,5,11
0.44151282,8,0
0.4338214,10,14
0.42902446,16,20
0.42517266,8,3
0.40926352,29,22
0.40075198,19,15
0.39831004,30,14
0.38983187,31,17
0.38787666,31,20
0.38698736,26,0
0.38283774,31,16
0.3826119,8,1
0.38170886,15,2
0.38003364,30,3
0.37915352,27,2
0.37868598,31,19
0.3786836,2,22
0.37757137,27,1
0.3767115,20,14
0.3751374,30,21
0.37412885,29,2
0.37381616,26,15
0.37381452,26,16
0.37361258,29,20
0.37337205,16,0
0.372922,29,24
0.3720452,15,28
0.37110472,28,13
0.3698378,31,30
0.36835095,29,25
0.36731675,28,16
0.36633387,6,28
0.36565644,30,12
0.36560223,30,27
0.36554268,27,0
0.36515293,11,30
0.36512652,29,3
0.36466947,29,5
0.36453477,29,0
0.36447164,29,21
0.36347735,30,23
0.36328897,18,4
0.36250433,31,31
0.36183944,27,21
0.36153242,5,1
0.36103675,26,26
0.36080906,27,26
0.36070678,28,2
0.3605453,2,13
0.3603691,27,3
0.36032793,15,1
0.3599084,19,14
0.3593546,28,14
0.3592452,30,29
0.35920924,14,17
0.3589948,29,26
0.358591,20,7
0.3584311,27,27
0.35770893,26,2
0.3574139,25,26
0.3569548,11,15
0.3567906,24,26
0.35636884,2,26
0.35611072,28,1
0.35596535,29,9
0.35590214,26,28
0.35588995,29,6
0.35586348,19,1
0.35582036,31,21
0.3555638,23,21
0.35547742,4,1
0.3552586,26,18
0.35523948,25,15
0.3551736,9,25
0.35503754,31,11
0.3549765,30,30
0.35493916,7,10
0.35488954,28,19
0.35477725,30,11
0.35446382,30,28
0.35420367,23,16
0.3541857,7,22
0.35399485,23,24
0.35385507,5,9
0.35377905,26,24
0.35340115,20,5
0.35335803,31,22
0.35332385,24,11
0.35321483,24,21
0.35305434,31,10
0.3527644,27,23
0.35242754,30,20
0.3522965,31,8
0.35225967,6,17
0.35224432,29,13
0.3520665,8,2
0.35204607,16,23
0.35200265,25,25
0.35180253,11,0
0.35173354,23,17
0.3516547,11,18
0.35161296,28,25
0.35141867,29,12
0.35123035,5,4
0.35108167,29,1
0.35095897,16,21
0.35091794,26,20
0.35024905,3,12
0.34991673,26,30
0.3499096,8,21
0.34985667,17,8
0.34976566,29,15
0.3496842,24,18
0.34965226,5,0
0.3494707,26,12
0.34940898,22,23
0.3494009,10,12
0.3493416,5,8
0.34930468,30,15
0.34927186,26,31
0.34901264,4,6
0.3489908,2,1
0.34885886,30,16
0.34866688,3,23
0.34866562,14,22
0.3485001,25,24
0.34838194,6,25
0.34801072,23,18
0.34793505,5,23
0.34791017,23,4
0.34784245,6,31
0.34776717,23,7
0.34759128,27,25
0.34754935,6,9
0.34742182,24,7
0.34725302,22,25
0.3471802,13,18
0.34717202,4,0
0.34708256,3,27
0.3469446,24,19
0.34687394,11,5
0.34686556,2,14
0.34674156,25,28
0.3465825,6,2
0.3465695,10,13
0.34655872,26,25
0.3464765,7,13
0.3464476,22,21
0.3464286,29,7
0.34621978,19,27
0.34617877,25,4
0.34605137,12,14
0.34598345,5,6
0.34594205,3,0
0.34561306,23,19
0.3455932,20,6
0.34557053,30,4
0.34555775,26,19
0.34553367,23,6
0.3453523,22,20
0.34530008,26,29
0.34527305,20,2
0.34519097,17,17
0.34513578,2,10
0.34512818,24,0
0.3450833,23,23
0.34484643,5,7
0.3448412,16,1
0.34477136,24,30
0.34472886,20,4
0.34449637,25,14
0.34445557,23,26
0.34438232,20,31
0.34433544,26,14
0.34429264,10,29
0.3442718,26,21
0.34422797,24,8
0.34421992,25,8
0.34369022,27,13
0.34368733,5,20
0.34357774,24,16
0.34357768,28,6
0.3434489,19,3
0.34342998,18,30
0.34341106,21,30
0.34339908,23,15
0.34339076,2,16
0.3433825,28,4
0.34336513,5,5
0.34324887,10,3
0.3432258,3,4
0.34322235,29,14
0.3431123,3,3
0.34305975,22,3
0.34299815,19,24
0.34295037,30,31
0.3429212,30,13
0.3429056,18,6
0.34282342,18,21
0.3427337,3,2
0.34263042,26,8
0.34257567,10,28
0.34251913,24,22
0.3422848,30,8
0.34223485,28,26
0.34215707,30,9
0.3421419,14,29
0.34209296,20,13
0.34204662,24,6
0.34187102,10,26
0.3417451,18,18
0.34166026,18,31
0.34151417,13,6
0.34137532,3,21
0.34121165,4,20
0.34115097,23,25
0.34113124,19,19
0.3411181,15,17
0.34106827,28,12
0.34102446,29,16
0.34099466,18,15
0.34085953,18,27
0.34085315,23,5
0.34082216,31,13
0.3407328,6,6
0.3406373,23,12
0.34062552,5,30
0.34044334,29,11
0.34034324,13,21
0.34022498,13,17
0.34018746,23,27
0.34009045,27,8
0.3400018,23,31
0.33992445,21,25
0.33988333,25,27
0.33986372,3,14
0.3398597,27,24
0.3397847,23,14
0.33977914,22,5
0.33973196,24,25
0.33953828,24,9
0.33939677,7,19
0.33935392,20,28
0.33932933,27,31
0.3391897,7,16
0.33918813,31,7
0.33916363,25,3
0.33892313,24,10
0.3386799,25,7
0.33865952,27,22
0.3386015,3,20
0.33856708,18,3
0.33848867,9,7
0.33843994,28,28
0.33841994,21,31
0.33830228,19,12
0.33829936,5,2
0.33823228,16,3
0.3381799,24,23
0.33802864,14,20
0.33800563,6,0
0.33799848,21,28
0.33798057,28,27
0.33794174,18,16
0.3376555,23,30
0.3375415,20,23
0.33753574,30,2
0.33748502,27,5
0.3374801,13,23
0.33743787,3,13
0.3374351,13,2
0.33739564,26,11
0.33737636,2,12
0.33733293,5,25
0.33726764,2,18
0.33724478,16,6
0.33711693,22,14
0.33706015,6,24
0.33692387,3,9
0.33680454,5,18
0.33674878,19,17
0.3366746,24,24
0.3366285,3,24
0.33634052,5,3
0.33632368,22,31
0.3363076,12,10
0.33628017,9,16
0.33623856,10,6
0.33618042,14,18
0.33609283,24,2
0.33601356,6,26
0.3358287,4,19
0.33573827,25,13
0.33571026,18,11
0.3357031,18,13
0.3356892,21,29
0.3356294,22,26
0.33555493,20,15
0.33551165,19,5
0.3354848,6,14
0.33546883,27,20
0.33542806,25,6
0.33542788,23,13
0.3353941,11,2
0.33529282,30,22
0.33525768,21,24
0.3351757,12,7
0.33509374,28,9
0.33489862,18,23
0.3348121,2,15
0.33477572,25,31
0.33477372,27,12
0.33468193,22,1
0.3346227,22,15
0.33455688,3,31
0.33443812,29,27
0.33442572,17,16
0.33427525,8,9
0.3342253,25,30
0.33402288,19,25
0.33400914,11,24
0.33390668,19,10
0.33388036,4,28
0.33378312,2,6
0.333752,19,18
0.33374858,29,18
0.33369097,21,16
0.33362988,2,11
0.33359614,17,10
0.33354366,7,7
0.3335315,9,27
0.33348015,27,4
0.33347803,4,8
0.3334756,17,9
0.333237,7,3
0.33322904,18,22
0.3332144,18,1
0.33316186,18,5
0.3331618,20,12
0.33314362,29,29
0.33314288,3,25
0.33294344,15,12
0.3329325,18,9
0.33291507,12,1
0.3328221,16,2
0.33280218,18,10
0.33276019,20,24
0.3327119,25,9
0.33271167,6,3
0.3326061,13,5
0.33254272,24,5
0.33253384,19,13
0.33251727,5,24
0.3323488,24,20
0.33234018,2,29
0.33233795,13,4
0.33231106,21,11
0.33230883,11,29
0.33226562,19,21
0.33215383,16,13
0.33212525,7,23
0.33187908,23,29
0.3318393,21,0
0.33183554,13,15
0.33183423,3,16
0.33175424,18,24
0.33175233,20,30
0.33169246,14,0
0.3316779,7,6
0.33165002,9,14
0.33161592,3,29
0.33150512,9,23
0.33148566,3,15
0.3314002,22,6
0.33131543,25,11
0.33123818,9,21
0.33119813,4,2
0.33116806,23,11
0.33106732,11,13
0.33106712,13,14
0.331063,2,3
0.33097386,2,19
0.33093545,27,7
0.33091536,31,18
0.33090514,18,25
0.33084175,4,23
0.33080587,1,22
0.33071455,10,8
0.33069295,11,9
0.33060235,12,6
0.33048573,4,3
0.33047488,31,29
0.330375,18,28
0.3302699,2,30
0.33025578,19,6
0.33016127,8,10
0.33012828,10,30
0.33012012,7,12
0.33003226,4,21
0.32994083,3,22
0.32972005,21,20
0.32964653,2,31
0.32948264,27,14
0.32944247,11,14
0.3293279,29,30
0.3292805,25,5
0.3291131,15,3
0.32910112,2,17
0.32908052,17,3
0.3289394,16,11
0.3286978,5,15
0.32867068,21,13
0.32865825,22,22
0.32856804,11,23
0.3285087,5,16
0.32843885,24,1
0.32836822,8,27
0.32832372,9,26
0.3282067,31,9
0.3279933,15,19
0.32791728,14,5
0.32779956,17,0
0.32768494,4,31
0.32767347,4,17
0.327655,15,15
0.32760465,9,30
0.32758847,6,27
0.32735252,1,17
0.32730326,10,16
0.32698616,1,9
0.3269346,22,28
0.3269185,2,21
0.32689446,15,22
0.3266319,10,23
0.32658964,19,28
0.32655284,2,25
0.32648402,2,2
0.32646424,16,7
0.32645392,27,19
0.32642397,9,19
0.3263859,18,8
0.32631966,11,12
0.32631922,24,3
0.32629877,18,0
0.32628825,17,25
0.32628426,8,26
0.32625115,30,24
0.32620454,1,23
0.32611585,5,12
0.32608446,18,19
0.3260519,14,30
0.326021,24,17
0.32584497,17,13
0.32582137,22,2
0.3255572,9,29
0.3253752,15,14
0.3253444,19,0
0.32529444,8,12
0.32528314,3,7
0.32518986,7,14
0.32517245,26,6
0.32515022,23,3
0.32510576,2,20
0.32501063,21,19
0.32493034,8,31
0.324859,9,3
0.3245565,23,20
0.32455313,17,20
0.32454452,7,18
0.3244672,10,4
0.32444614,22,17
0.32417837,27,18
0.32410967,16,14
0.32403746,6,30
0.3239448,14,23
0.32391387,8,18
0.32373723,14,6
0.32366863,2,24
0.32366288,10,5
0.32366174,21,1
0.32357997,18,17
0.323575,8,28
0.3235409,22,0
0.3234467,10,7
0.32343692,13,10
0.32342494,21,22
0.3233993,20,29
0.32331738,10,15
0.3232777,18,20
0.32323924,14,31
0.32321182,7,9
0.3231893,11,27
0.32318914,11,26
0.32305518,11,25
0.3228486,19,22
0.32272172,8,29
0.32262993,4,27
0.32258424,10,21
0.32256606,9,22
0.32248682,1,2
0.3224239,7,15
0.32226625,17,22
0.32224324,16,26
0.32217768,12,5
0.32205796,26,17
0.32203108,28,18
0.32193595,13,9
0.32189292,9,6
0.3218419,21,26
0.3217798,22,12
0.32176292,27,6
0.32162356,22,13
0.32160658,17,21
0.32159638,11,3
0.3214765,14,3
0.32130787,9,17
0.32126582,4,22
0.3211754,7,17
0.32100862,9,13
0.3209549,25,29
0.32083738,1,21
0.32076192,7,31
0.32072225,25,12
0.3205761,22,7
0.32045633,13,12
0.32032725,10,31
0.32031542,3,5
0.32029203,5,21
0.32028055,5,29
0.320228,2,0
0.3201474,7,30
0.32014397,17,26
0.32012123,13,11
0.32004955,16,15
0.32002494,24,27
0.32000965,17,28
0.3199889,13,16
0.31985494,21,27
0.31981397,1,14
0.31979445,25,22
0.31971928,4,10
0.31971118,23,22
0.3195704,24,12
0.3193917,30,7
0.31937015,20,11
0.31929663,4,15
0.3191434,14,7
0.3191101,24,29
0.3191068,19,26
0.31898895,13,27
0.31881997,20,20
0.31871924,9,4
0.31858107,9,0
0.31844282,23,10
0.31840262,29,8
0.3183694,16,10
0.3183376,10,22
0.31808025,9,20
0.31806543,17,11
0.3180515,5,22
0.31800616,8,8
0.31791583,12,17
0.31786895,11,7
0.31783816,8,14
0.31780687,2,28
0.3177288,27,9
0.3177229,20,1
0.317698,24,31
0.31762573,14,10
0.31762305,20,27
0.31757876,22,30
0.3175421,10,19
0.31751728,30,17
0.31749776,14,21
0.31746075,28,22
0.31743938,18,2
0.31742808,7,11
0.31725618,29,19
0.31711304,25,19
0.3170808,1,29
0.31705403,28,20
0.3170511,5,26
0.31704086,3,6
0.3170142,5,10
0.31699,20,9
0.31697726,20,25
0.31690577,9,18
0.3168872,17,1
0.31688008,19,7
0.31681177,20,22
0.31679168,12,8
0.3167035,11,21
0.31657645,31,6
0.316347,6,22
0.3163229,17,30
0.3161633,4,18
0.31613177,9,2
0.31608856,27,16
0.3160745,13,26
0.31599894,3,8
0.3157533,11,4
0.3157184,19,23
0.31554496,24,13
0.31554264,17,29
0.31547418,4,25
0.3154526,11,8
0.3153304,6,7
0.31525427,8,20
0.31517217,22,29
0.31503922,21,6
0.3148651,26,10
0.31459993,23,28
0.31447127,8,17
0.31443736,1,19
0.31412598,15,13
0.31410062,2,7
0.3139519,1,7
0.31383574,2,8
0.31376663,28,0
0.31372628,4,11
0.3133354,5,17
0.31332055,14,1
0.31331536,25,21
0.31326675,14,2
0.31326446,15,27
0.31308958,25,0
0.31306896,5,19
0.3130188,21,18
0.31294185,15,23
0.31265903,1,1
0.312612,25,1
0.31251615,16,19
0.31245917,23,0
0.31243625,15,29
0.31241253,3,30
0.3123605,12,9
0.3123305,3,19
0.312246,19,16
0.3120351,2,9
0.3119183,3,1
0.31188193,19,9
0.3117184,6,1
0.31171724,1,6
0.3116628,7,24
0.31156307,10,20
0.31154776,7,8
0.3114735,6,4
0.31142977,1,0
0.31139886,28,24
0.31137076,10,2
0.31132147,30,26
0.3112693,23,1
0.311148,18,14
0.31096244,19,29
0.31086758,5,27
0.31079492,7,29
0.31050244,11,20
0.31035408,13,20
0.3102729,25,16
0.31008413,26,9
0.30996066,14,28
0.30995557,22,24
0.3099071,12,4
0.30989495,28,7
0.30983105,10,11
0.3098021,7,20
0.3096778,13,0
0.30960557,4,30
0.3095578,2,4
0.30951884,28,31
0.3094198,23,2
0.30938834,9,9
0.30929288,14,24
0.30926597,7,4
0.30910635,8,25
0.3090767,6,19
0.30905262,1,28
0.30894256,11,28
0.30891913,5,14
0.3088502,29,31
0.30877176,15,20
0.30869952,5,28
0.30863002,2,5
0.30850497,12,11
0.30834755,14,12
0.30815688,1,15
0.30812356,16,8
0.307989,1,3
0.307971,23,8
0.3076971,27,10
0.30749214,13,19
0.30731368,24,4
0.30730236,30,1
0.30716503,6,20
0.30707777,23,9
0.30694002,20,26
0.30693528,11,11
0.30677855,20,16
0.3066637,26,4
0.30662954,16,17
0.3065644,14,4
0.30655676,11,31
0.30647182,28,15
0.30626762,1,31
0.30599648,13,24
0.30565894,18,12
0.30530766,9,12
0.30495083,13,3
0.3044502,6,11
0.30437952,17,2
0.3043661,1,8
0.30431572,22,18
0.30420142,8,24
0.3041682,9,1
0.30405354,14,15
0.3040061,2,23
0.30388573,22,19
0.30384398,21,21
0.30383745,26,23
0.30374715,3,18
0.3035127,8,7
0.30347285,22,10
0.30317923,6,5
0.30296937,11,22
0.3029555,4,7
0.30270058,7,28
0.30258355,29,28
0.30257913,29,4
0.30254388,7,26
0.30243093,17,6
0.30215222,6,18
0.30208978,9,5
0.30202177,6,23
0.30188626,21,4
0.3018294,13,31
0.30157205,17,18
0.301551,28,23
0.3014643,13,13
0.30140552,16,24
0.30140263,17,27
0.30109763,20,18
0.301002,15,21
0.30090836,20,19
0.30080187,6,29
0.30065775,6,10
0.30055577,15,9
0.30052957,13,7
0.30043665,4,5
0.30030757,21,9
0.3002629,5,31
0.30022883,16,31
0.30022627,21,14
0.30021128,8,13
0.30009922,21,15
0.29997942,17,24
0.2999472,12,13
0.29987398,11,1
0.2994676,16,27
0.29939872,13,1
0.29930437,12,26
0.29910737,16,9
0.2990821,15,8
0.29879543,31,28
0.2986778,16,4
0.29863438,20,10
0.2986078,15,5
0.2983318,19,8
0.2982457,1,12
0.2981851,8,4
0.29802394,13,22
0.29797083,26,13
0.29784203,30,19
0.29764706,15,26
0.29742897,22,8
0.29742825,8,30
0.2970783,31,4
0.29702923,19,31
0.2969687,10,25
0.29695338,1,25
0.29649487,20,17
0.29648504,16,18
0.2962405,21,17
0.29620397,21,12
0.29615384,3,10
0.29602158,4,9
0.29581675,20,8
0.2957079,18,29
0.2956138,25,23
0.2952533,15,11
0.29513335,3,17
0.29476005,14,27
0.29470217,27,30
0.2946814,17,31
0.29444307,12,24
0.2944323,6,12
0.2943497,18,26
0.29422337,30,5
0.29407927,4,26
0.2938353,12,0
0.2936769,12,18
0.2934156,22,27
0.2934097,21,5
0.2933337,11,10
0.29330903,20,21
0.29327822,12,27
0.29323056,28,8
0.29321626,13,30
0.29306033,12,21
0.29305813,17,7
0.29304805,10,27
0.29286963,17,14
0.29245973,9,15
0.29239208,24,28
0.29232824,12,2
0.29164234,6,13
0.29157412,8,23
0.29150528,21,3
0.2908687,4,24
0.29027694,1,10
0.29024902,26,27
0.29020235,8,11
0.2900359,12,23
0.28982264,17,19
0.28955457,13,8
0.2894034,12,25
0.2890024,4,4
0.28873357,10,17
0.28872156,31,3
0.28840345,25,17
0.28770038,11,17
0.287656,10,24
0.287623,5,13
0.28761375,25,10
0.28731245,7,21
0.28701225,15,25
0.28665194,12,31
0.28663796,12,29
0.28661707,14,13
0.28624228,28,5
0.28611517,27,17
0.28610358,31,15
0.28602886,12,15
0.2859719,19,30
0.28553978,10,18
0.28524983,18,7
0.28517255,9,24
0.28498733,22,11
0.28489023,24,15
0.28487864,14,19
0.2840746,9,28
0.2840047,8,15
0.2837614,25,20
0.2834482,3,28
0.2830665,25,2
0.28295425,12,16
0.2824497,19,2
0.28212196,16,25
0.282121,6,15
0.28210044,9,8
0.2817849,15,31
0.2817418,25,18
0.28171146,30,6
0.281369,19,4
0.28085977,7,25
0.28028944,6,21
0.2801874,15,16
0.27996072,14,25
0.27990577,12,3
0.27953973,29,23
0.2795322,7,2
0.27951396,15,10
0.27874178,10,10
0.27841693,4,29
0.27832818,1,24
0.2783063,28,29
0.2778264,17,23
0.27770635,15,18
0.27738586,9,31
0.27737457,8,6
0.2769018,21,23
0.27678746,11,6
0.27676,13,25
0.2764955,4,13
0.2751425,3,11
0.2746855,7,27
0.27449137,22,9
0.2740017,16,28
0.2738009,8,22
0.27374765,3,26
0.27316916,10,9
0.27200586,27,29
0.27139753,16,16
0.27125302,31,1
0.27103043,6,16
0.27006912,8,5
0.26997125,15,0
0.26989135,22,16
0.2698028,27,11
0.26976123,15,4
0.2696576,21,2
0.26945728,16,12
0.2688848,1,30
0.2687584,12,30
0.26821175,30,10
0.26752988,8,19
0.2674805,28,30
0.2674573,7,0
0.2671787,12,28
0.2668259,14,11
0.26617792,26,7
0.2647515,1,4
0.2646066,12,20
0.26451588,17,12
0.26434126,11,16
0.26412833,15,24
0.26412603,1,13
0.2640781,17,4
0.26397905,10,1
0.26382715,31,5
0.26375845,8,16
0.26366383,10,0
0.263507,4,16
0.26326302,14,14
0.26314458,21,8
0.26312137,28,3
0.26271313,28,10
0.26202968,17,15
0.25878978,19,20
0.25873572,16,5
0.2558909,7,5
0.25538307,12,19
0.25404286,12,22
0.25400826,2,27
0.252538,6,8
0.2524925,1,5
0.2511279,19,11
0.2502388,16,29
0.24969533,26,5
0.24968842,21,7
0.24942744,15,7
0.24885687,31,27
0.24752836,22,4
0.24747929,17,5
0.24720566,16,30
0.24679548,7,1
0.2453146,11,19
0.24448852,9,10
0.24424002,13,29
0.24310996,4,14
0.24265039,24,14
0.24251743,1,27
0.23640956,14,8
0.2322812,31,26
0.23121977,26,22
0.22764853,14,9
0.22637819,4,12
0.22561409,14,16
0.22008698,1,11
0.21754579,31,12
0.21688208,26,3
0.21401264,15,6
0.20437692,31,0
0.20192307,21,10
0.19818446,1,18
0.19504142,26,1
0.1948479,13,28
0.19453664,16,22
0.1938121,28,21
0.18953267,28,17
0.1893447,31,23
0.18799746,0,24
0.18685246,31,24
0.18193239,9,11
0.18031923,29,17
0.17985968,1,26
0.17707294,27,15
0.17501792,0,21
0.17397924,28,11
0.16984402,14,26
0.1684822,0,14
0.16570401,0,29
0.16472882,12,12
0.1644199,0,0
0.16414839,29,10
0.16290386,0,26
0.16284846,20,3
0.16220209,0,25
0.16132942,27,28
0.15919179,0,31
0.15819652,30,18
0.15558772,0,20
0.15443704,1,16
0.15420702,0,1
0.15275028,0,6
0.15167211,0,27
0.1511849,0,12
0.14961545,0,8
0.14760174,0,9
0.14741004,0,19
0.1470969,0,22
0.14486364,0,11
0.14356017,0,10
0.14298506,0,4
0.14190133,20,0
0.14122769,0,7
0.1396898,0,15
0.13756704,0,2
0.13744368,0,16
0.13645762,0,5
0.1355153,0,13
0.13472499,0,18
0.13401794,0,30
0.13395898,0,17
0.13329218,31,2
0.1299063,0,3
0.12519887,30,0
0.12432867,31,25
0.12184516,30,25
0.11724179,0,28
0.1060467,1,20
0.08959094,0,23
0.059471764,31,14
